txn_overall,amt_overall,txn_promo,amt_promo,txn_nonpromo,amt_nonpromo,customer_id,membership_days,age,income,gender_Blank,gender_F,gender_M,gender_O,offer_received,offer_viewed,offer_completed,web,email,mobile,social,difficulty,duration,reward,redeemed_reward,response_score,bogo_offer_received,disc_offer_received,info_offer_received,bogo_offer_viewed,disc_offer_viewed,info_offer_viewed,bogo_offer_completed,disc_offer_completed,info_offer_completed,bogo_response_score,disc_response_score,info_response_score,rfm_promo_score,rfm_nonpromo_score,amt_per_hour,amt_per_member_day,amt_per_income
7.0,141.25,7.0,141.25,0.0,0.0,7358,1520,40,67000,0,0,1,0,6,5,4,3,6,5,4,5.0,5.5,1.1666666666666667,1.1666666666666667,0.5783333333333333,0,2,2,0.0,2.0,1.6666666666666665,0.0,2.0,0.6666666666666666,0.0,1.55,0.64,2.67,0.0,0.2,0.09,0.0
7.0,163.13,3.0,75.68,4.0,87.45,7359,158,89,80000,0,0,1,0,3,3,1,3,3,3,1,3.3333333333333335,6.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.33,4.0,0.23,1.03,0.0
8.0,209.71,8.0,209.71,0.0,0.0,7360,922,88,105000,0,1,0,0,5,5,5,5,5,5,5,7.6,7.6,2.8,2.8,0.7460000000000001,0,2,0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.4725000000000001,0.0,3.67,0.0,0.29,0.23,0.0
10.0,112.92,9.0,98.89,1.0,14.03,7361,272,59,50000,0,0,1,0,6,5,4,4,6,5,3,8.666666666666666,6.833333333333333,4.166666666666667,2.5,0.5216666666666667,2,3,1,2.0,3.0,0.0,1.0,3.0,0.0,0.96,2.17,0.0,1.67,2.33,0.16,0.42,0.0
11.0,24.12,10.0,21.29,1.0,2.83,7362,1053,27,39000,0,0,1,0,3,2,0,3,3,3,2,7.333333333333333,6.333333333333333,6.0,0.0,0.0,2,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.67,0.03,0.02,0.0
5.0,29.82,3.0,17.98,2.0,11.84,7363,237,64,58000,1,0,0,0,2,1,1,1,2,2,1,10.0,7.0,6.0,5.0,0.41,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.0,0.0,4.33,2.67,0.04,0.13,0.0
8.0,223.52,8.0,223.52,0.0,0.0,7364,685,67,111000,0,1,0,0,4,4,2,3,4,4,2,10.0,6.5,6.0,5.0,0.35250000000000004,2,1,0,2.0,1.0,0.0,2.0,0.0,0.0,1.4100000000000001,0.0,0.0,4.0,0.0,0.31,0.33,0.0
4.0,17.72,4.0,17.72,0.0,0.0,7365,684,60,51000,1,0,0,0,4,2,1,4,4,4,2,5.0,6.5,3.0,1.25,0.25,2,1,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.33,0.0,0.02,0.03,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7366,124,55,56000,0,0,1,0,6,6,0,6,6,5,4,8.666666666666666,7.333333333333333,4.166666666666667,0.0,0.0,2,3,0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,8.74,4.0,8.74,0.0,0.0,7367,3,43,56000,0,0,1,0,4,2,1,3,4,3,2,6.75,6.0,2.0,0.0,0.25,0,2,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.67,0.0,0.01,2.91,0.0
9.0,897.77,8.0,863.55,1.0,34.22,7368,1052,62,113000,0,0,1,0,5,4,4,5,5,4,4,10.0,7.0,5.4,4.4,0.6359999999999999,2,2,0,2.0,1.0,0.0,2.0,1.0,0.0,1.45,0.98,0.0,3.67,2.33,1.26,0.85,0.01
4.0,9.73,3.0,8.75,1.0,0.98,7369,344,57,39000,1,0,0,0,5,5,1,3,5,5,4,5.4,6.0,1.4,0.0,0.1,0,3,1,0.0,3.0,1.0,0.0,0.0,0.5,0.0,0.0,0.25,3.0,1.0,0.01,0.03,0.0
17.0,47.21,15.0,39.85,2.0,7.36,7370,427,75,43000,0,0,1,0,4,4,3,3,4,4,4,8.0,6.0,7.0,4.5,0.51,3,1,0,3.0,1.0,0.0,2.0,1.0,0.0,1.5,0.54,0.0,2.0,1.67,0.07,0.11,0.0
10.0,29.55,9.0,27.6,1.0,1.95,7371,909,72,45000,1,0,0,0,5,5,2,4,5,4,3,9.4,6.4,4.0,1.4,0.25599999999999995,1,3,1,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.2799999999999998,0.0,2.0,3.33,0.04,0.03,0.0
8.0,69.18,7.0,58.61,1.0,10.57,7372,422,24,37000,0,1,0,0,5,2,1,3,5,4,3,10.0,7.6,5.4,2.0,0.178,1,2,1,1.0,0.0,0.0,0.5,0.0,0.0,0.445,0.0,0.0,3.33,1.67,0.1,0.16,0.0
7.0,25.54,7.0,25.54,0.0,0.0,7373,24,22,71000,0,0,1,0,5,3,1,4,5,5,3,8.4,7.6,4.4,0.4,0.09,2,3,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.45,0.0,1.67,0.0,0.04,1.06,0.0
5.0,80.53,5.0,80.53,0.0,0.0,7374,1659,70,71000,0,0,1,0,6,5,3,4,6,5,4,10.0,7.166666666666667,6.166666666666667,3.6666666666666665,0.37833333333333335,2,2,1,2.0,1.0,1.0,1.5,1.0,0.0,1.2349999999999999,0.75,0.0,2.67,0.0,0.11,0.05,0.0
3.0,8.15,3.0,8.15,0.0,0.0,7375,189,56,60000,0,0,1,0,6,2,1,4,6,5,3,5.0,5.333333333333333,2.5,0.0,0.15333333333333335,2,1,2,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.46,2.33,0.0,0.01,0.04,0.0
10.0,182.15,9.0,159.23,1.0,22.92,7376,1048,54,70000,0,0,1,0,5,5,3,5,5,5,4,8.0,8.4,3.2,1.2,0.446,2,1,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7433333333333333,0.0,2.67,4.67,0.26,0.17,0.0
5.0,104.8,4.0,86.5,1.0,18.3,7377,205,72,96000,0,1,0,0,4,4,3,4,4,4,3,9.25,8.5,2.25,1.75,0.6425,0,3,0,0.0,3.0,0.0,0.0,2.5,0.0,0.0,2.12,0.0,4.67,2.0,0.15,0.51,0.0
8.0,112.47,7.0,104.02,1.0,8.45,7378,315,47,46000,0,0,1,0,5,3,3,3,5,5,4,7.4,5.8,5.0,4.6,0.354,2,2,1,2.0,1.0,0.0,2.0,1.0,0.0,1.2,0.57,0.0,3.0,2.33,0.16,0.36,0.0
14.0,39.99,10.0,21.15,4.0,18.84,7379,210,46,43000,0,0,1,0,3,3,0,3,3,3,3,6.666666666666667,5.0,6.666666666666667,0.0,0.0,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1.67,0.06,0.19,0.0
10.0,241.01,8.0,197.62,2.0,43.39,7380,382,54,101000,0,1,0,0,4,3,3,3,4,4,3,3.75,5.5,1.75,1.75,0.5725,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.72,0.67,4.67,2.67,0.34,0.63,0.0
9.0,172.66,6.0,113.06,3.0,59.6,7381,320,88,64000,0,0,1,0,4,2,2,3,4,3,1,7.5,6.75,3.75,1.25,0.4125,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.82,0.83,3.0,4.0,0.24,0.54,0.0
15.0,54.52,15.0,54.52,0.0,0.0,7382,577,87,31000,0,1,0,0,5,3,2,5,5,5,3,6.4,7.2,4.0,1.4,0.15,2,2,0,1.5,1.0,0.0,1.0,1.0,0.0,0.6,0.15,0.0,3.0,0.0,0.08,0.09,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7383,333,69,92000,0,0,1,0,6,6,0,6,6,6,4,8.166666666666666,6.333333333333333,4.166666666666667,0.0,0.0,2,2,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,31.68,1.0,16.88,1.0,14.8,7384,349,45,76000,0,0,1,0,5,5,2,4,5,5,2,4.4,5.6,2.0,1.6,0.22000000000000003,1,2,2,1.0,2.0,2.0,1.0,1.0,0.0,0.39,0.71,0.0,4.33,4.67,0.04,0.09,0.0
11.0,132.37,10.0,130.49,1.0,1.88,7385,177,34,52000,0,0,1,0,4,4,1,3,4,4,4,8.0,6.0,7.0,0.75,0.205,3,1,0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.0,2.33,1.33,0.19,0.75,0.0
4.0,9.12,4.0,9.12,0.0,0.0,7386,214,56,68000,1,0,0,0,5,3,0,5,5,5,3,6.0,5.2,4.4,0.0,0.0,2,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.04,0.0
15.0,44.0,15.0,44.0,0.0,0.0,7387,1789,63,45000,0,0,1,0,4,2,2,4,4,3,1,8.0,7.0,3.25,2.0,0.3125,1,2,1,1.0,1.0,0.0,1.0,1.0,0.0,0.89,0.36,0.0,1.33,0.0,0.06,0.02,0.0
3.0,11.62,3.0,11.62,0.0,0.0,7388,59,75,37000,0,0,1,0,5,3,0,5,5,3,3,14.0,8.0,6.4,0.0,0.0,1,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.02,0.2,0.0
2.0,55.52,1.0,25.79,1.0,29.73,7389,354,60,113000,0,1,0,0,2,0,0,1,2,2,1,5.0,5.0,1.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,4.67,0.08,0.16,0.0
8.0,115.9,8.0,115.9,0.0,0.0,7390,886,45,58000,0,0,1,0,5,5,4,5,5,5,1,4.4,5.8,2.0,1.6,0.46799999999999997,1,2,1,1.0,2.0,1.0,1.0,1.0,1.0,0.46,0.82,0.53,3.0,0.0,0.16,0.13,0.0
10.0,134.83,8.0,102.11,2.0,32.72,7391,845,21,48000,0,0,1,0,3,2,2,2,3,2,2,11.666666666666666,7.333333333333333,6.666666666666667,5.0,0.51,2,1,0,2.0,0.0,0.0,2.0,0.0,0.0,1.53,0.0,0.0,4.0,3.67,0.19,0.16,0.0
3.0,65.02,2.0,34.69,1.0,30.33,7392,101,46,76000,0,0,1,0,5,5,2,4,5,4,2,6.4,6.2,2.6,1.0,0.27999999999999997,1,2,2,1.0,2.0,2.0,1.0,0.0,1.0,0.71,0.0,0.69,3.67,5.0,0.09,0.64,0.0
4.0,5.21,4.0,5.21,0.0,0.0,7393,296,85,31000,0,1,0,0,6,4,0,5,6,6,4,6.5,6.166666666666667,3.8333333333333335,0.0,0.0,2,2,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.01,0.02,0.0
5.0,16.93,4.0,15.43,1.0,1.5,7394,120,64,95000,1,0,0,0,4,4,1,4,4,4,2,6.0,7.0,4.0,1.25,0.1075,1,1,0,1.0,1.0,0.0,0.5,0.0,0.0,0.215,0.0,0.0,4.0,2.0,0.02,0.14,0.0
18.0,62.55,13.0,49.01,5.0,13.54,7395,1282,42,45000,0,0,1,0,3,3,1,3,3,2,2,12.333333333333334,7.333333333333333,6.0,1.0,0.31,1,2,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.93,0.0,3.33,1.67,0.09,0.05,0.0
2.0,52.66,2.0,52.66,0.0,0.0,7396,507,74,77000,0,0,1,0,3,0,0,3,3,1,0,16.666666666666668,9.0,4.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,0.07,0.1,0.0
10.0,278.3,9.0,251.75,1.0,26.55,7397,1047,53,96000,0,1,0,0,4,3,2,4,4,4,3,9.25,7.25,4.25,3.25,0.475,1,3,0,1.0,2.0,0.0,1.0,1.0,0.0,0.9,1.0,0.0,4.33,3.33,0.39,0.27,0.0
3.0,11.51,3.0,11.51,0.0,0.0,7398,358,47,51000,1,0,0,0,5,5,1,4,5,4,3,8.0,7.0,3.4,0.0,0.034,2,2,1,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.17,3.0,0.0,0.02,0.03,0.0
3.0,7.96,3.0,7.96,0.0,0.0,7399,301,53,51000,0,0,1,0,4,2,0,4,4,4,3,8.0,6.0,7.0,0.0,0.0,2,1,0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.01,0.03,0.0
17.0,31.97,16.0,30.68,1.0,1.29,7400,250,50,49000,1,0,0,0,5,5,0,3,5,5,4,6.4,5.8,4.0,0.0,0.0,2,2,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.04,0.13,0.0
4.0,7.99,4.0,7.99,0.0,0.0,7401,99,61,35000,0,0,1,0,5,3,0,4,5,4,1,9.0,7.0,4.4,0.0,0.0,2,2,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.01,0.08,0.0
3.0,6.1,2.0,2.77,1.0,3.33,7402,44,34,46000,1,0,0,0,5,4,0,5,5,5,2,7.0,6.6,2.2,0.0,0.0,1,2,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.33,0.01,0.14,0.0
12.0,288.15,12.0,288.15,0.0,0.0,7403,941,70,95000,0,1,0,0,6,6,5,5,6,5,3,7.833333333333333,6.0,3.3333333333333335,3.3333333333333335,0.75,1,3,2,1.0,3.0,2.0,1.0,3.0,1.0,0.75,2.75,1.0,2.33,0.0,0.4,0.31,0.0
1.0,26.88,0.0,0.0,1.0,26.88,7404,183,49,96000,0,0,1,0,4,4,0,4,4,3,2,10.0,7.25,4.25,0.0,0.0,1,2,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.04,0.15,0.0
8.0,9.55,7.0,9.41,1.0,0.14,7405,1567,45,42000,1,0,0,0,5,4,1,4,5,5,4,6.4,6.4,4.0,0.0,0.1,2,2,1,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,2.67,1.0,0.01,0.01,0.0
11.0,350.65,9.0,289.3,2.0,61.35,7406,864,70,100000,0,1,0,0,5,4,3,4,5,4,3,11.4,7.2,6.0,3.0,0.5559999999999999,2,3,0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.7799999999999998,0.0,2.33,4.0,0.49,0.41,0.0
4.0,85.67,4.0,85.67,0.0,0.0,7407,204,60,84000,0,0,1,0,4,2,2,4,4,3,2,11.25,9.25,3.5,1.0,0.42,1,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.84,0.0,3.67,0.0,0.12,0.42,0.0
12.0,25.65,10.0,20.33,2.0,5.32,7408,1552,28,38000,0,1,0,0,4,3,2,3,4,4,3,2.5,4.25,2.5,1.25,0.2875,1,0,2,1.0,0.0,1.0,0.5,0.0,1.0,0.2,0.0,0.75,2.67,1.67,0.04,0.02,0.0
10.0,33.58,8.0,28.1,2.0,5.48,7409,1497,43,73000,0,0,1,0,4,1,1,3,4,3,1,6.25,6.0,2.5,0.0,0.25,1,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.67,0.05,0.02,0.0
4.0,121.26,1.0,29.47,3.0,91.79,7410,179,71,93000,0,1,0,0,4,4,1,4,4,4,2,6.75,6.5,5.75,1.25,0.1525,2,1,0,2.0,1.0,0.0,0.5,0.0,0.0,0.305,0.0,0.0,5.0,4.0,0.17,0.68,0.0
17.0,130.53,16.0,122.89,1.0,7.64,7411,615,69,31000,0,0,1,0,4,4,2,4,4,4,3,6.75,6.5,3.75,0.5,0.4575,1,2,1,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.95,0.88,1.67,3.0,0.18,0.21,0.0
14.0,204.65,13.0,199.91,1.0,4.74,7412,791,57,56000,0,1,0,0,5,4,4,5,5,5,4,8.0,7.4,3.2,2.8,0.726,1,2,0,1.0,1.0,0.0,1.0,1.0,0.0,0.875,0.94,0.0,1.67,1.67,0.29,0.26,0.0
17.0,44.08,15.0,30.88,2.0,13.2,7413,822,62,36000,1,0,0,0,5,4,3,3,5,5,4,2.0,4.0,2.0,1.0,0.44399999999999995,1,0,2,1.0,0.0,1.0,0.5,0.0,1.0,0.15,0.0,0.96,1.0,3.0,0.06,0.05,0.0
3.0,4.74,2.0,2.53,1.0,2.21,7414,91,47,60000,0,1,0,0,5,2,0,4,5,5,2,3.0,4.6,3.0,0.0,0.0,2,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.0,0.01,0.05,0.0
9.0,180.96,7.0,141.89,2.0,39.07,7415,291,43,77000,0,1,0,0,3,3,2,2,3,3,2,5.0,5.0,2.3333333333333335,2.3333333333333335,0.6433333333333334,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.93,0.0,3.33,3.67,0.25,0.62,0.0
15.0,67.14,14.0,56.84,1.0,10.3,7416,1622,60,52000,0,0,1,0,5,4,3,1,5,5,5,3.4,4.6,2.6,2.0,0.562,1,1,1,1.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.89,0.0,0.64,2.0,1.67,0.09,0.04,0.0
4.0,83.77,2.0,26.65,2.0,57.12,7417,455,57,74000,0,1,0,0,3,2,1,2,3,3,2,1.6666666666666667,4.0,1.6666666666666667,1.6666666666666667,0.18333333333333335,1,0,2,1.0,0.0,1.0,1.0,0.0,0.0,0.55,0.0,0.0,4.0,4.67,0.12,0.18,0.0
5.0,150.86,4.0,124.27,1.0,26.59,7418,225,58,114000,0,1,0,0,6,3,1,4,6,6,4,5.833333333333333,6.0,3.1666666666666665,0.8333333333333334,0.15,2,2,2,2.0,1.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,5.0,4.33,0.21,0.67,0.0
5.0,11.46,4.0,8.26,1.0,3.2,7419,226,30,68000,0,0,1,0,6,5,1,4,6,6,5,6.166666666666667,6.0,4.166666666666667,0.0,0.0,2,2,2,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.67,1.67,0.02,0.05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7420,225,58,87000,0,0,0,1,4,4,0,4,4,4,2,6.75,7.75,3.75,0.0,0.0,1,2,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,95.84,4.0,34.82,5.0,61.02,7421,168,47,41000,0,1,0,0,4,3,1,3,4,4,3,6.0,6.0,2.0,0.5,0.125,0,2,1,0.0,1.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.67,3.33,0.13,0.57,0.0
3.0,15.02,3.0,15.02,0.0,0.0,7422,54,74,61000,0,0,1,0,3,1,1,3,3,2,1,11.666666666666666,9.0,4.0,0.6666666666666666,0.17333333333333334,1,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.52,0.0,4.0,0.0,0.02,0.28,0.0
6.0,108.31,5.0,85.28,1.0,23.03,7423,1616,83,61000,0,0,1,0,5,4,3,4,5,5,4,5.0,6.4,1.8,1.8,0.36,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.7749999999999999,0.0,4.0,3.67,0.15,0.07,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7424,193,74,56000,1,0,0,0,5,4,0,5,5,5,1,8.0,6.6,4.8,0.0,0.0,2,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,55.87,16.0,50.19,3.0,5.68,7425,1615,37,86000,1,0,0,0,4,4,2,3,4,4,3,3.75,5.5,1.75,0.5,0.4,1,1,2,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.72,0.88,1.67,2.33,0.08,0.03,0.0
7.0,19.24,6.0,16.26,1.0,2.98,7426,1315,82,41000,1,0,0,0,6,6,2,5,6,6,4,8.333333333333334,6.833333333333333,4.333333333333333,1.1666666666666667,0.16333333333333333,2,2,0,2.0,2.0,0.0,0.5,1.0,0.0,0.3,0.38,0.0,3.0,3.67,0.03,0.01,0.0
2.0,11.14,2.0,11.14,0.0,0.0,7427,56,60,49000,1,0,0,0,5,3,0,4,5,5,3,6.0,5.6,4.4,0.0,0.0,2,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.02,0.2,0.0
2.0,47.13,2.0,47.13,0.0,0.0,7428,184,63,96000,0,0,1,0,6,5,1,6,6,5,3,10.333333333333334,6.833333333333333,5.833333333333333,1.6666666666666667,0.024999999999999998,2,3,0,2.0,2.0,0.0,0.5,0.0,0.0,0.075,0.0,0.0,2.33,0.0,0.07,0.26,0.0
17.0,137.1,12.0,98.48,5.0,38.62,7429,626,77,37000,0,0,1,0,3,3,3,1,3,3,2,3.3333333333333335,4.666666666666667,3.3333333333333335,3.3333333333333335,0.7566666666666667,1,0,2,1.0,0.0,2.0,1.0,0.0,2.0,0.39,0.0,1.88,2.33,3.67,0.19,0.22,0.0
13.0,114.94,13.0,114.94,0.0,0.0,7430,553,32,45000,0,0,1,0,4,3,3,4,4,4,3,8.0,7.25,5.0,3.75,0.6849999999999999,2,2,0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.74,0.0,3.0,0.0,0.16,0.21,0.0
2.0,37.39,2.0,37.39,0.0,0.0,7431,212,64,69000,0,1,0,0,3,1,0,3,3,1,1,16.666666666666668,10.0,4.0,0.0,0.0,0,2,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.05,0.18,0.0
4.0,102.72,3.0,74.81,1.0,27.91,7432,409,60,96000,0,1,0,0,4,3,2,3,4,4,2,6.25,5.5,2.25,1.75,0.41500000000000004,1,1,1,1.0,0.5,1.0,1.0,0.5,0.0,0.8,0.43,0.0,4.67,4.0,0.14,0.25,0.0
5.0,119.26,3.0,90.35,2.0,28.91,7433,107,46,73000,0,1,0,0,3,3,1,3,3,3,3,9.0,5.666666666666667,7.666666666666667,1.0,0.12,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.36,0.0,5.0,3.33,0.17,1.11,0.0
16.0,57.11,14.0,51.77,2.0,5.34,7434,379,54,32000,0,0,1,0,5,5,1,5,5,5,5,7.4,5.4,6.6,0.6,0.178,2,1,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.89,0.0,1.67,2.67,0.08,0.15,0.0
4.0,7.39,1.0,0.51,3.0,6.88,7435,94,75,32000,0,0,1,0,2,1,0,2,2,1,1,15.0,7.5,7.5,0.0,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,3.33,0.01,0.08,0.0
11.0,257.91,11.0,257.91,0.0,0.0,7436,269,70,92000,0,1,0,0,5,5,5,4,5,5,5,7.4,5.8,6.6,6.6,0.8620000000000001,3,1,0,3.0,1.0,0.0,3.0,1.0,0.0,2.725,0.71,0.0,4.0,0.0,0.36,0.96,0.0
18.0,204.83,14.0,166.24,4.0,38.59,7437,537,26,55000,0,0,1,0,5,3,3,3,5,5,3,6.0,6.4,4.4,4.4,0.49400000000000005,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.895,0.68,0.0,2.67,1.67,0.29,0.38,0.0
19.0,322.75,19.0,322.75,0.0,0.0,7438,752,76,69000,0,0,1,0,6,4,2,6,6,5,3,10.833333333333334,9.0,3.0,0.6666666666666666,0.24166666666666667,1,3,0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.48333333333333334,0.0,2.33,0.0,0.45,0.43,0.0
7.0,164.5,5.0,113.76,2.0,50.74,7439,1017,77,82000,0,0,1,0,3,1,1,3,3,3,0,1.6666666666666667,5.0,1.6666666666666667,0.0,0.22999999999999998,1,0,1,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.345,4.67,2.33,0.23,0.16,0.0
6.0,27.81,6.0,27.81,0.0,0.0,7440,186,37,68000,0,0,1,0,6,4,2,5,6,5,3,8.666666666666666,6.5,4.166666666666667,0.5,0.15666666666666665,2,3,1,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.36,0.58,1.67,0.0,0.04,0.15,0.0
7.0,14.7,6.0,14.51,1.0,0.19,7441,389,48,32000,1,0,0,0,3,1,1,3,3,2,1,10.666666666666666,8.0,4.333333333333333,1.0,0.20333333333333334,1,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.61,0.0,1.67,2.67,0.02,0.04,0.0
3.0,77.5,3.0,77.5,0.0,0.0,7442,335,62,98000,0,1,0,0,5,3,3,5,5,5,4,8.4,6.8,4.4,3.6,0.372,2,3,0,2.0,1.0,0.0,2.0,1.0,0.0,1.15,0.71,0.0,3.67,0.0,0.11,0.23,0.0
2.0,54.68,1.0,28.75,1.0,25.93,7443,251,57,77000,0,1,0,0,5,4,1,4,5,4,3,7.4,6.4,3.6,0.6,0.092,2,2,1,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.46,0.0,3.33,4.33,0.08,0.22,0.0
7.0,132.26,4.0,66.62,3.0,65.64,7444,867,44,67000,0,1,0,0,4,3,2,3,4,3,2,8.0,6.75,3.25,1.25,0.40249999999999997,1,2,1,1.0,1.0,1.0,1.0,0.0,1.0,0.86,0.0,0.75,4.67,5.0,0.19,0.15,0.0
11.0,125.56,11.0,125.56,0.0,0.0,7445,1050,62,56000,0,0,1,0,5,5,5,3,5,5,4,7.4,6.8,3.4,3.4,0.6319999999999999,1,3,1,1.0,3.0,1.0,1.0,3.0,1.0,0.36,1.8800000000000001,0.92,3.67,0.0,0.18,0.12,0.0
22.0,81.05,21.0,73.29,1.0,7.76,7446,1489,32,40000,0,0,1,0,6,4,2,4,6,6,4,5.833333333333333,5.833333333333333,5.833333333333333,1.6666666666666667,0.21666666666666665,3,0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.6499999999999999,0.0,0.0,1.67,1.67,0.11,0.05,0.0
9.0,125.68,8.0,110.16,1.0,15.52,7447,854,70,56000,0,1,0,0,5,5,5,4,5,5,3,6.0,5.6,6.0,6.0,0.772,4,0,1,4.0,0.0,1.0,4.0,0.0,1.0,2.9799999999999995,0.0,0.88,2.33,3.33,0.18,0.15,0.0
6.0,142.82,5.0,124.07,1.0,18.75,7448,790,68,116000,0,1,0,0,5,2,1,4,5,4,2,9.0,7.4,2.8,0.4,0.15,1,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0,4.67,2.67,0.2,0.18,0.0
7.0,127.48,6.0,109.24,1.0,18.24,7449,247,53,72000,0,1,0,0,4,3,2,3,4,3,1,8.75,7.0,5.0,2.5,0.2475,2,1,1,2.0,0.0,1.0,1.0,0.0,1.0,0.61,0.0,0.38,4.0,4.0,0.18,0.52,0.0
8.0,218.43,7.0,188.52,1.0,29.91,7450,666,49,94000,0,1,0,0,3,1,1,3,3,3,0,1.6666666666666667,5.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.33,4.67,0.31,0.33,0.0
7.0,9.87,7.0,9.87,0.0,0.0,7451,344,46,87000,1,0,0,0,5,4,0,5,5,4,3,10.0,6.4,5.4,0.0,0.0,2,2,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.01,0.03,0.0
23.0,408.1,18.0,296.83,5.0,111.27,7452,970,85,75000,0,1,0,0,4,4,2,4,4,4,4,7.25,7.25,3.25,1.5,0.5,1,2,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.33,2.67,0.57,0.42,0.01
