txn_overall,amt_overall,txn_promo,amt_promo,txn_nonpromo,amt_nonpromo,membership_days,age,income,gender_Blank,gender_F,gender_M,gender_O,offer_received,offer_viewed,offer_completed,web,email,mobile,social,difficulty,duration,reward,redeemed_reward,response_score,bogo_offer_received,disc_offer_received,info_offer_received,bogo_offer_viewed,disc_offer_viewed,info_offer_viewed,bogo_offer_completed,disc_offer_completed,info_offer_completed,bogo_response_score,disc_response_score,info_response_score,rfm_promo_score,rfm_nonpromo_score,amt_per_hour,amt_per_member_day,amt_per_income,cluster
10.0,28.94,4.0,18.5,6.0,10.44,629,38,67000,1,0,0,0,2,1,0,2,2,1,1,15.0,7.5,7.5,0.0,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,3.0,0.04,0.05,0.0,0
7.0,99.38,5.0,71.67,2.0,27.71,14,50,51000,0,0,1,0,3,3,1,2,3,3,2,5.666666666666667,5.666666666666667,1.6666666666666667,0.0,0.25,0,2,1,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75,3.33,4.33,0.14,7.1,0.0,0
7.0,112.47,7.0,112.47,0.0,0.0,709,57,53000,0,1,0,0,4,4,2,4,4,4,2,5.0,5.25,3.0,1.25,0.475,1,1,1,1.0,1.0,1.0,0.5,0.0,1.0,0.45,0.0,1.0,2.33,0.0,0.16,0.16,0.0,2
7.0,104.74,7.0,104.74,0.0,0.0,343,69,63000,0,0,1,0,5,5,5,5,5,5,1,9.0,6.6,2.6,2.6,0.502,1,1,0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5025,0.0,3.0,0.0,0.15,0.31,0.0,3
8.0,180.84,8.0,180.84,0.0,0.0,614,49,93000,0,1,0,0,6,5,4,6,6,4,3,11.5,7.666666666666667,3.8333333333333335,2.6666666666666665,0.5216666666666666,1,3,0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.565,0.0,3.0,0.0,0.25,0.29,0.0,3
12.0,180.92,11.0,173.02,1.0,7.9,880,20,66000,0,1,0,0,5,3,3,4,5,5,4,7.4,7.2,5.0,3.4,0.5,3,2,0,2.0,1.0,0.0,2.0,1.0,0.0,1.72,0.78,0.0,2.33,3.0,0.25,0.21,0.0,4
3.0,5.8,3.0,5.8,0.0,0.0,201,84,48000,0,0,1,0,4,3,1,2,4,4,3,2.5,4.5,2.5,0.0,0.2075,2,0,1,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.415,3.0,0.0,0.01,0.03,0.0,2
18.0,73.24,17.0,67.65,1.0,5.59,1593,34,73000,0,1,0,0,6,5,2,5,6,6,5,6.166666666666667,5.666666666666667,4.166666666666667,2.1666666666666665,0.3,1,2,2,1.0,2.0,1.0,0.5,1.0,0.0,0.4,1.0,0.0,1.67,2.33,0.1,0.05,0.0,3
10.0,259.6,9.0,225.33,1.0,34.27,269,67,102000,0,1,0,0,4,3,1,4,4,3,2,11.0,7.75,3.25,0.75,0.1525,0,3,0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.305,0.0,3.67,4.67,0.36,0.97,0.0,3
10.0,8.05,10.0,8.05,0.0,0.0,528,42,47000,1,0,0,0,4,4,0,3,4,4,3,8.0,6.5,5.0,0.0,0.0,2,2,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.01,0.02,0.0,5
3.0,74.79,2.0,38.49,1.0,36.3,269,62,104000,0,1,0,0,3,3,1,3,3,3,2,9.0,6.333333333333333,5.0,1.0,0.12,1,2,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.36,0.0,2.0,4.67,0.1,0.28,0.0,0
12.0,227.25,12.0,227.25,0.0,0.0,107,41,74000,0,0,1,0,5,4,4,2,5,5,4,5.0,6.0,3.4,3.4,0.6799999999999999,2,1,1,2.0,1.0,0.5,2.0,1.0,0.5,1.65,0.92,0.415,3.33,0.0,0.32,2.12,0.0,4
7.0,19.69,6.0,18.26,1.0,1.43,517,60,53000,1,0,0,0,5,1,0,5,5,4,0,9.0,7.6,4.4,0.0,0.0,1,2,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,1.0,0.03,0.04,0.0,5
4.0,65.77,4.0,65.77,0.0,0.0,208,70,78000,0,1,0,0,3,3,2,3,3,3,1,4.0,6.0,2.6666666666666665,2.6666666666666665,0.5233333333333333,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0.64,0.93,0.0,4.0,0.0,0.09,0.32,0.0,0
5.0,76.91,4.0,63.23,1.0,13.68,1553,73,51000,0,0,1,0,5,4,3,4,5,4,4,7.4,6.0,3.6,2.6,0.212,1,2,1,1.0,2.0,0.0,0.5,2.0,0.0,0.0,1.06,0.0,4.67,3.33,0.11,0.05,0.0,3
7.0,14.69,4.0,6.28,3.0,8.41,361,36,36000,0,1,0,0,4,3,0,2,4,4,2,6.25,6.25,6.25,0.0,0.0,2,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.02,0.04,0.0,0
7.0,17.99,7.0,17.99,0.0,0.0,122,52,68000,0,0,1,0,3,3,0,3,3,3,2,6.666666666666667,5.666666666666667,6.666666666666667,0.0,0.0,3,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.03,0.15,0.0,5
16.0,186.14,15.0,179.84,1.0,6.3,531,60,52000,0,1,0,0,6,6,5,5,6,5,2,9.166666666666666,6.666666666666667,4.0,3.6666666666666665,0.61,2,2,1,2.0,2.0,1.0,2.0,1.5,1.0,1.89,0.855,0.81,1.67,3.33,0.26,0.35,0.0,4
9.0,174.82,9.0,174.82,0.0,0.0,1526,46,82000,0,0,1,0,6,3,2,3,6,6,5,8.666666666666666,7.5,6.666666666666667,2.5,0.28,2,2,0,1.6666666666666663,0.0,0.0,1.3333333333333333,0.0,0.0,1.2266666666666666,0.0,0.0,2.67,0.0,0.24,0.11,0.0,4
10.0,132.44,7.0,89.98,3.0,42.46,781,45,51000,0,0,1,0,4,3,3,4,4,3,3,8.75,6.25,5.0,3.75,0.7,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.9333333333333332,0.0,0.0,2.0,4.33,0.19,0.17,0.0,4
6.0,83.66,3.0,50.06,3.0,33.6,1472,44,51000,0,0,1,0,4,4,2,3,4,4,3,3.75,5.5,1.75,1.75,0.3375,1,1,2,1.0,1.0,2.0,1.0,1.0,0.0,0.75,0.6,0.0,4.0,3.33,0.12,0.06,0.0,2
14.0,216.64,14.0,216.64,0.0,0.0,751,54,61000,0,1,0,0,6,5,5,3,6,6,4,2.833333333333333,5.0,2.1666666666666665,2.1666666666666665,0.6833333333333335,1,1,1,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.73,0.89,0.5833333333333334,3.0,0.0,0.3,0.29,0.0,2
1.0,5.24,1.0,5.24,0.0,0.0,96,55,46000,1,0,0,0,6,2,0,6,6,5,2,10.333333333333334,7.166666666666667,3.1666666666666665,0.0,0.0,1,3,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.01,0.05,0.0,5
13.0,22.26,13.0,22.26,0.0,0.0,196,22,80000,1,0,0,0,5,5,1,5,5,4,1,11.0,8.2,3.2,0.4,0.036,1,3,0,1.0,3.0,0.0,0.0,0.5,0.0,0.0,0.09,0.0,1.0,0.0,0.03,0.11,0.0,5
7.0,141.08,7.0,141.08,0.0,0.0,1038,51,76000,0,0,1,0,5,3,2,2,5,4,4,7.0,5.6,4.0,2.0,0.3419999999999999,2,1,1,2.0,0.0,0.5,1.0,0.0,0.5,0.96,0.0,0.375,2.0,0.0,0.2,0.14,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,226,80,73000,0,0,1,0,4,3,0,4,4,3,2,8.75,6.75,5.0,0.0,0.0,2,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
5.0,87.56,4.0,74.03,1.0,13.53,356,86,68000,0,1,0,0,4,4,2,3,4,4,1,2.5,5.25,2.5,1.25,0.4175,1,0,2,1.0,0.0,2.0,0.5,0.0,1.0,0.5,0.0,0.67,4.0,2.67,0.12,0.25,0.0,2
8.0,16.05,8.0,16.05,0.0,0.0,1032,48,74000,1,0,0,0,4,3,0,2,4,4,3,2.5,4.5,2.5,0.0,0.0,2,0,1,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.02,0.0,5
5.0,14.9,5.0,14.9,0.0,0.0,299,26,73000,0,0,1,0,4,3,1,4,4,4,3,5.25,6.25,2.25,0.75,0.135,0,1,1,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.18,0.0,2.33,0.0,0.02,0.05,0.0,5
3.0,3.75,3.0,3.75,0.0,0.0,19,61,65000,0,0,1,0,4,4,0,2,4,4,4,7.5,6.25,5.5,0.0,0.0,2,1,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.01,0.2,0.0,5
11.0,20.5,11.0,20.5,0.0,0.0,690,77,34000,1,0,0,0,4,4,2,3,4,3,2,7.5,6.75,1.75,0.0,0.4275,0,2,2,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.71,1.0,0.0,0.03,0.03,0.0,2
9.0,26.84,8.0,20.79,1.0,6.05,82,45,72000,0,0,1,0,5,2,0,4,5,4,1,10.0,7.0,3.8,0.0,0.0,1,2,1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.67,0.04,0.33,0.0,5
18.0,39.54,13.0,31.65,5.0,7.89,1416,23,41000,0,0,1,0,4,3,1,4,4,4,3,6.75,6.0,5.75,0.75,0.17,3,1,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.68,0.0,2.0,1.0,0.06,0.03,0.0,5
10.0,160.33,10.0,160.33,0.0,0.0,1001,63,70000,0,0,1,0,6,6,6,2,6,5,5,11.666666666666666,7.166666666666667,9.166666666666666,9.166666666666666,0.7266666666666666,2,1,0,2.0,1.0,0.0,2.0,1.0,0.0,1.44,0.7,0.0,3.33,0.0,0.22,0.16,0.0,4
12.0,94.52,10.0,82.39,2.0,12.13,349,21,34000,0,0,1,0,3,3,3,3,3,3,1,7.333333333333333,7.0,3.333333333333333,3.333333333333333,0.7366666666666667,1,2,0,1.0,2.0,0.0,1.0,2.0,0.0,0.75,1.46,0.0,2.33,1.33,0.13,0.27,0.0,3
10.0,23.78,9.0,20.57,1.0,3.21,537,26,50000,0,0,1,0,4,2,1,3,4,3,1,8.75,6.75,3.0,0.0,0.25,1,2,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.67,1.67,0.03,0.04,0.0,2
4.0,100.34,4.0,100.34,0.0,0.0,941,57,78000,0,1,0,0,4,2,1,3,4,4,2,5.0,6.25,3.0,0.5,0.2,1,1,1,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.8,0.0,4.33,0.0,0.14,0.11,0.0,0
3.0,6.52,3.0,6.52,0.0,0.0,334,28,45000,0,0,1,0,5,4,0,4,5,4,4,9.0,6.6,4.4,0.0,0.0,2,2,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.01,0.02,0.0,5
6.0,186.52,6.0,186.52,0.0,0.0,292,62,94000,0,0,1,0,5,2,2,4,5,3,2,11.0,7.0,5.0,2.0,0.214,2,1,1,1.0,0.0,1.0,1.0,0.0,1.0,0.9,0.0,0.17,2.33,0.0,0.26,0.64,0.0,2
3.0,4.32,3.0,4.32,0.0,0.0,725,28,34000,1,0,0,0,5,5,0,5,5,4,2,12.0,8.8,2.6,0.0,0.0,0,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.01,0.01,0.0,5
11.0,134.08,10.0,121.1,1.0,12.98,679,64,53000,0,0,1,0,4,2,2,3,4,3,2,11.25,7.25,7.5,5.0,0.305,3,1,0,2.0,0.0,0.0,2.0,0.0,0.0,1.22,0.0,0.0,3.33,4.0,0.19,0.2,0.0,4
2.0,46.23,2.0,46.23,0.0,0.0,123,51,110000,0,1,0,0,4,4,1,3,4,4,3,9.25,6.5,6.25,0.5,0.1775,2,2,0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.71,0.0,4.67,0.0,0.06,0.38,0.0,5
9.0,198.49,8.0,177.36,1.0,21.13,1533,49,92000,0,0,1,0,4,4,3,4,4,3,1,9.25,7.75,4.5,3.25,0.5625,1,2,0,1.0,2.0,0.0,0.5,2.0,0.0,0.43,1.39,0.0,4.0,4.33,0.28,0.13,0.0,3
8.0,33.18,7.0,23.28,1.0,9.9,163,69,48000,0,0,1,0,5,3,0,2,5,4,3,8.0,6.2,5.0,0.0,0.0,1,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.67,0.05,0.2,0.0,5
8.0,113.06,6.0,70.14,2.0,42.92,556,19,60000,0,1,0,0,2,2,1,1,2,2,2,10.0,8.5,6.0,5.0,0.465,1,1,0,1.0,1.0,0.0,1.0,0.0,0.0,0.93,0.0,0.0,4.0,3.33,0.16,0.2,0.0,0
10.0,72.89,10.0,72.89,0.0,0.0,131,38,37000,0,0,0,1,6,5,4,6,6,6,1,7.0,7.0,3.6666666666666665,3.0,0.5583333333333332,1,2,0,1.0,1.5,0.0,1.0,1.0,0.0,0.8433333333333333,0.82,0.0,1.67,0.0,0.1,0.56,0.0,3
7.0,172.67,6.0,148.35,1.0,24.32,538,53,83000,0,0,1,0,4,1,1,4,4,3,1,9.25,7.0,2.5,0.75,0.25,0,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.67,3.67,0.24,0.32,0.0,0
4.0,9.6,4.0,9.6,0.0,0.0,355,42,43000,0,0,1,0,5,2,0,3,5,4,2,11.0,7.6,6.4,0.0,0.0,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.01,0.03,0.0,5
4.0,11.5,4.0,11.5,0.0,0.0,64,71,56000,0,0,1,0,5,0,0,5,5,4,0,7.0,6.4,2.4,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.02,0.18,0.0,5
2.0,9.62,2.0,9.62,0.0,0.0,264,53,61000,0,1,0,0,4,2,1,2,4,4,2,2.5,5.0,2.5,0.0,0.25,1,0,1,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,3.67,0.0,0.01,0.04,0.0,0
3.0,10.01,2.0,7.38,1.0,2.63,210,75,54000,1,0,0,0,4,3,0,2,4,4,3,6.25,6.75,4.25,0.0,0.0,2,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.67,0.01,0.05,0.0,5
14.0,94.18,13.0,92.58,1.0,1.6,1524,21,46000,0,0,1,0,5,4,4,4,5,5,4,6.0,6.4,2.8,2.8,0.678,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.745,1.0,1.67,2.33,0.13,0.06,0.0,2
19.0,308.49,19.0,308.49,0.0,0.0,566,28,65000,0,1,0,0,6,6,5,5,6,6,4,7.833333333333333,6.333333333333333,5.833333333333333,5.333333333333333,0.7916666666666666,4,2,0,4.0,2.0,0.0,4.0,1.0,0.0,3.79,0.96,0.0,3.67,0.0,0.43,0.55,0.0,4
13.0,178.86,11.0,143.08,2.0,35.78,884,27,53000,0,1,0,0,5,4,2,5,5,5,3,7.0,5.8,7.0,3.0,0.386,3,0,0,2.5,0.0,0.0,1.0,0.0,0.0,0.965,0.0,0.0,1.67,4.0,0.25,0.2,0.0,4
17.0,297.58,17.0,297.58,0.0,0.0,237,42,74000,0,1,0,0,5,5,4,3,5,5,3,8.0,6.8,3.2,2.8,0.6900000000000001,1,2,1,1.0,2.0,1.0,1.0,1.5,1.0,0.68,1.325,1.0,3.33,0.0,0.42,1.26,0.0,3
1.0,18.54,1.0,18.54,0.0,0.0,257,51,67000,0,0,1,0,4,4,0,3,4,2,2,12.5,8.25,3.0,0.0,0.0,0,2,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.03,0.07,0.0,5
11.0,183.6,11.0,183.6,0.0,0.0,69,63,72000,0,0,1,0,5,5,4,4,5,3,2,10.4,7.4,3.6,2.6,0.65,1,2,1,1.0,2.0,1.0,1.0,1.5,1.0,0.64,1.25,1.0,2.0,0.0,0.26,2.66,0.0,3
9.0,172.11,7.0,131.94,2.0,40.17,1064,82,82000,0,1,0,0,5,3,1,4,5,5,4,6.0,5.4,4.4,0.4,0.196,1,1,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.98,0.0,3.33,3.33,0.24,0.16,0.0,2
16.0,53.35,16.0,53.35,0.0,0.0,421,21,54000,0,1,0,0,5,5,3,3,5,5,4,5.0,4.8,5.0,1.0,0.554,3,0,2,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.77,2.67,0.0,0.07,0.13,0.0,2
22.0,64.95,22.0,64.95,0.0,0.0,252,44,45000,0,0,1,0,5,3,3,4,5,3,3,11.0,7.6,3.4,1.4,0.32,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.65,0.75,1.67,0.0,0.09,0.26,0.0,2
9.0,137.61,7.0,105.66,2.0,31.95,349,61,62000,0,0,1,0,5,5,3,5,5,3,3,12.4,7.4,5.6,3.0,0.3399999999999999,2,2,0,2.0,2.0,0.0,1.0,1.0,0.0,0.3,0.7,0.0,1.67,2.67,0.19,0.39,0.0,3
5.0,16.42,5.0,16.42,0.0,0.0,126,39,31000,0,0,1,0,5,5,3,4,5,5,5,8.0,7.6,3.2,2.8,0.44,1,1,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.2,0.6666666666666666,0.0,3.0,0.0,0.02,0.13,0.0,5
18.0,173.4,16.0,157.05,2.0,16.35,340,50,34000,0,1,0,0,5,3,3,5,5,5,4,6.4,6.8,4.0,2.0,0.526,2,2,0,0.5,2.0,0.0,0.5,2.0,0.0,0.5,1.63,0.0,3.0,2.0,0.24,0.51,0.01,3
9.0,367.8,8.0,355.26,1.0,12.54,248,22,47000,0,1,0,0,3,3,2,2,3,3,2,3.333333333333333,5.666666666666667,0.6666666666666666,0.0,0.2866666666666667,0,1,2,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.86,2.33,3.33,0.52,1.48,0.01,2
9.0,107.51,8.0,97.69,1.0,9.82,930,84,51000,0,0,0,1,6,5,3,4,6,4,3,9.166666666666666,6.5,4.166666666666667,3.333333333333333,0.3066666666666667,2,1,2,2.0,0.5,2.0,2.0,0.5,0.0,1.16,0.34,0.0,1.67,2.33,0.15,0.12,0.0,4
7.0,29.5,4.0,11.23,3.0,18.27,1244,34,74000,0,0,1,0,2,1,0,2,2,2,0,2.5,5.5,2.5,0.0,0.0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,4.0,0.04,0.02,0.0,0
5.0,118.78,5.0,118.78,0.0,0.0,391,74,84000,0,1,0,0,4,2,1,4,4,4,2,6.25,6.5,4.25,0.5,0.175,2,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,4.0,0.0,0.17,0.3,0.0,5
2.0,7.89,2.0,7.89,0.0,0.0,79,25,31000,0,0,1,0,5,1,0,4,5,4,1,9.0,7.0,4.4,0.0,0.0,2,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.0,0.01,0.1,0.0,5
0.0,0.0,0.0,0.0,0.0,0.0,116,70,82000,0,0,1,0,5,5,0,4,5,5,4,9.0,6.8,5.8,0.0,0.0,3,2,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
7.0,28.4,4.0,18.06,3.0,10.34,25,73,47000,0,0,1,0,3,2,1,1,3,2,2,6.666666666666667,5.333333333333333,1.6666666666666667,0.0,0.25,0,1,1,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.375,3.33,3.0,0.04,1.14,0.0,0
30.0,260.69,30.0,260.69,0.0,0.0,890,53,37000,0,0,1,0,6,6,5,5,6,6,6,8.333333333333334,6.166666666666667,7.0,6.166666666666667,0.5716666666666667,3,1,0,3.0,1.0,0.0,2.5,1.0,0.0,1.5550000000000002,1.0,0.0,3.0,0.0,0.37,0.29,0.01,4
4.0,7.12,4.0,7.12,0.0,0.0,188,56,73000,0,0,1,0,6,4,1,4,6,6,4,5.666666666666667,5.833333333333333,3.0,0.0,0.0283333333333333,1,2,2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.17,1.33,0.0,0.01,0.04,0.0,5
6.0,160.53,2.0,57.67,4.0,102.86,520,56,89000,0,1,0,0,4,2,2,3,4,4,3,3.75,4.25,3.75,3.75,0.2,2,0,2,2.0,0.0,0.0,2.0,0.0,0.0,0.8,0.0,0.0,3.67,5.0,0.22,0.31,0.0,4
10.0,89.07,6.0,58.54,4.0,30.53,730,34,44000,0,1,0,0,5,1,1,5,5,3,1,12.0,7.2,4.4,2.0,0.16,1,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,3.67,2.33,0.12,0.12,0.0,0
8.0,124.86,6.0,107.08,2.0,17.78,967,85,56000,0,1,0,0,3,2,1,3,3,3,2,6.666666666666667,6.333333333333333,4.0,0.6666666666666666,0.2066666666666666,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.62,0.0,3.0,2.33,0.17,0.13,0.0,0
8.0,83.9,6.0,69.19,2.0,14.71,126,29,31000,0,0,1,0,2,1,0,2,2,2,1,3.5,5.5,1.5,0.0,0.0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,3.67,0.12,0.67,0.0,0
12.0,172.78,11.0,154.28,1.0,18.5,801,49,56000,0,0,1,0,4,4,4,4,4,4,0,5.0,5.5,1.0,1.0,0.845,0,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7849999999999999,0.905,2.0,3.33,0.24,0.22,0.0,2
18.0,58.46,17.0,56.27,1.0,2.19,922,29,31000,0,0,1,0,6,4,2,5,6,5,4,9.5,6.833333333333333,5.0,1.6666666666666667,0.1999999999999999,2,3,0,2.0,1.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,1.33,2.0,0.08,0.06,0.0,5
3.0,66.83,2.0,40.45,1.0,26.38,74,58,95000,0,1,0,0,5,3,1,4,5,4,2,8.0,6.8,1.8,0.4,0.172,0,3,2,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.86,0.0,3.67,4.33,0.09,0.9,0.0,3
10.0,239.41,9.0,215.1,1.0,24.31,264,48,91000,0,1,0,0,2,1,1,1,2,2,2,5.0,6.5,1.0,1.0,0.5,0,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.33,0.34,0.91,0.0,0
11.0,783.64,10.0,769.2,1.0,14.44,261,72,83000,0,0,1,0,5,5,5,5,5,5,4,7.8,7.2,3.0,3.0,0.756,1,3,0,1.0,3.0,0.0,1.0,3.0,0.0,0.9,2.275,0.0,4.33,2.33,1.1,3.0,0.01,1
5.0,81.15,5.0,81.15,0.0,0.0,256,63,58000,0,1,0,0,5,5,4,4,5,4,2,10.4,7.6,5.0,4.0,0.528,2,3,0,2.0,3.0,0.0,1.0,3.0,0.0,0.39,2.25,0.0,4.33,0.0,0.11,0.32,0.0,3
10.0,22.47,9.0,22.01,1.0,0.46,362,45,41000,1,0,0,0,5,5,0,2,5,3,3,14.0,8.2,8.0,0.0,0.0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.67,0.03,0.06,0.0,5
5.0,67.31,3.0,40.09,2.0,27.22,161,72,66000,0,0,1,0,3,3,2,3,3,3,2,8.0,7.0,2.6666666666666665,2.0,0.2633333333333333,0,2,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.395,0.0,3.67,4.0,0.09,0.42,0.0,0
5.0,24.71,2.0,4.99,3.0,19.72,52,50,117000,1,0,0,0,4,4,0,4,4,4,1,5.0,5.75,3.0,0.0,0.0,2,1,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.67,0.03,0.48,0.0,5
6.0,154.48,6.0,154.48,0.0,0.0,770,74,98000,0,0,1,0,4,3,3,4,4,4,3,10.0,8.0,4.0,3.5,0.52,1,2,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.54,0.0,3.67,0.0,0.22,0.2,0.0,3
12.0,119.63,11.0,109.26,1.0,10.37,250,27,34000,0,0,1,0,4,3,3,4,4,3,1,9.25,7.75,4.5,3.25,0.535,1,2,0,1.0,1.0,0.0,1.0,1.0,0.0,0.6950000000000001,0.75,0.0,1.67,3.0,0.17,0.48,0.0,3
4.0,79.34,4.0,79.34,0.0,0.0,231,60,102000,0,1,0,0,6,4,2,5,6,6,4,4.0,5.5,2.6666666666666665,0.8333333333333334,0.1616666666666666,2,1,2,2.0,0.5,1.0,1.0,0.0,1.0,0.55,0.0,0.42,3.0,0.0,0.11,0.34,0.0,2
16.0,303.43,15.0,286.57,1.0,16.86,941,67,68000,0,0,1,0,4,3,3,3,4,2,2,12.5,8.25,3.0,1.75,0.6950000000000001,0,2,1,0.0,1.5,1.0,0.0,1.5,1.0,0.0,1.34,1.0,2.0,2.67,0.42,0.32,0.0,3
4.0,80.27,4.0,80.27,0.0,0.0,22,50,89000,0,0,1,0,6,6,5,6,6,5,5,10.333333333333334,8.666666666666666,3.1666666666666665,2.333333333333333,0.5733333333333334,1,3,0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,2.086666666666667,0.0,4.0,0.0,0.11,3.65,0.0,3
14.0,194.85,10.0,139.79,4.0,55.06,255,58,59000,0,1,0,0,4,4,4,2,4,4,4,5.0,5.0,5.0,5.0,0.7274999999999999,2,0,1,2.0,0.0,1.0,2.0,0.0,1.0,1.7599999999999998,0.0,0.25,1.67,4.0,0.27,0.76,0.0,4
20.0,58.71,20.0,58.71,0.0,0.0,612,71,47000,0,0,1,0,4,2,2,4,4,3,2,9.25,7.75,2.5,1.25,0.375,0,3,1,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.5,0.0,1.67,0.0,0.08,0.1,0.0,3
12.0,227.66,7.0,129.75,5.0,97.91,674,58,75000,0,1,0,0,3,3,3,2,3,3,3,10.0,9.0,4.666666666666667,4.666666666666667,0.7766666666666667,1,1,0,1.0,1.0,0.0,1.0,1.0,0.0,0.93,0.7,0.0,4.0,3.67,0.32,0.34,0.0,4
4.0,11.03,3.0,7.25,1.0,3.78,275,47,45000,0,0,1,0,4,3,0,3,4,4,3,8.75,6.0,6.75,0.0,0.0,3,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.02,0.04,0.0,5
21.0,60.37,20.0,60.23,1.0,0.14,742,50,53000,0,1,0,0,5,4,3,3,5,4,4,9.0,7.0,4.4,1.4,0.45,2,2,1,2.0,1.0,1.0,1.0,1.0,1.0,0.3,0.95,1.0,2.0,1.0,0.08,0.08,0.0,2
12.0,81.52,12.0,81.52,0.0,0.0,474,49,62000,1,0,0,0,6,6,2,4,6,5,4,9.0,7.0,5.166666666666667,1.3333333333333333,0.2233333333333333,1,2,1,1.0,2.0,1.0,0.0,1.5,0.0,0.0,0.86,0.0,2.33,0.0,0.11,0.17,0.0,3
